id,image_id,top_left_x,top_left_y,top_right_x,top_right_y,bottom_right_x,bottom_right_y,bottom_left_x,bottom_left_y
,5400,1040.68,867.34,2444.69,984.09,2461.57,2160.07,376.47,1854.84
,5401,1731.9,2325.4,425.16,1427.96,1402.88,632.79,2580.12,1183.62
,5402,2177.52,1090.75,2258.35,1978.96,686.79,1897.45,1047.77,1074.15
,5403,1759.9,2294.6,419.6,1556.25,1340.76,773.02,2529.8,1238.0
,5404,2458.89,1425.23,1403.7,2171.85,390.7,1390.51,1449.21,925.65
,5405,402.44,1131.45,1631.18,721.29,2573.39,1416.28,1147.33,2121.03
,5406,1326.37,831.37,2652.68,1150.68,2030.25,2197.86,419.38,1589.29
,5407,497.13,2036.54,724.5,678.18,2302.74,674.09,2659.24,2020.78
,5408,2394.66,767.07,2448.88,2098.28,436.79,1969.91,896.09,756.92
,5409,2585.18,1486.82,861.93,2110.01,303.21,1089.34,1673.26,772.41
,5410,722.33,928.27,2175.16,892.78,2511.2,2063.3,520.19,2138.73
,5411,391.8,1438.54,1363.4,670.33,2555.34,1205.5,1726.19,2277.77
,5412,2502.56,2102.25,468.98,2139.68,752.74,1224.95,2142.07,1217.06
,5413,2105.46,933.44,2513.73,2208.63,707.62,2512.37,725.78,1184.6
,5414,2665.74,1115.79,2126.75,2114.51,373.72,1564.46,1292.29,862.22
,5415,1280.74,989.53,2596.04,1308.82,2191.07,2202.6,461.37,1637.34
,5416,1798.3,2176.33,387.28,1614.21,1213.01,866.83,2430.84,1231.87
,5417,2521.13,1732.25,796.22,2077.17,517.26,1052.41,1889.42,868.36
,5418,2426.28,944.61,2159.54,2098.65,329.25,1759.65,976.9,774.36
,5419,392.56,1055.41,1929.51,789.9,2644.49,1897.71,685.6,2378.4
,5420,1122.97,746.47,2588.27,1052.34,2169.08,2268.05,348.67,1748.08
,5421,303.86,1925.96,968.55,665.54,2539.09,941.83,2262.47,2398.77
,5422,2627.27,623.06,2663.94,2692.39,336.56,2561.11,707.17,686.12
,5423,413.41,1540.22,1258.52,786.79,2678.51,1007.92,2167.97,1990.32
,5424,2567.81,1165.68,1754.43,2259.5,316.74,1509.62,1289.63,685.95
,5425,1540.78,696.24,2704.78,1361.63,1475.6,2286.25,344.42,1327.09
,5426,234.08,1828.14,878.07,631.87,2432.21,825.08,2199.34,2193.6
,5427,2685.52,2022.31,838.77,2195.58,798.23,1023.88,2232.96,931.36
,5428,1726.15,962.01,2664.1,1609.66,1228.61,2192.66,470.59,1349.22
,5429,399.38,978.78,2090.81,821.69,2662.27,2014.1,448.29,2314.14
,5430,697.98,1958.9,483.38,863.23,2014.66,683.2,2643.14,1657.06
,5431,2517.13,871.82,2430.31,2030.83,366.2,1747.75,927.68,710.91
,5432,1491.29,2380.62,291.98,1373.58,1489.57,676.8,2681.72,1420.12
,5433,2025.17,872.63,2602.65,1757.93,507.66,1964.66,449.98,991.51
,5434,2615.18,1878.58,577.1,2037.9,556.58,1084.91,2100.27,1013.11
,5435,289.16,1051.89,1788.25,755.28,2687.5,1546.0,855.6,2069.76
,5436,2615.6,1695.63,911.12,2149.07,344.71,1201.43,1777.1,933.79
,5437,2428.05,1135.99,2293.5,2123.47,375.63,1868.09,922.98,989.19
,5438,1094.68,776.98,2697.56,1010.59,2371.65,2134.42,374.88,1745.68
,5439,315.29,1395.99,1483.36,840.88,2648.56,1484.57,1500.11,2286.48
,5440,2099.76,2084.08,340.43,1603.62,1223.0,850.99,2697.47,1152.57
,5441,2667.22,1253.8,1951.05,2047.94,387.78,1515.98,1322.27,915.91
,5442,1613.37,836.61,2611.52,1614.96,1188.03,2318.35,310.44,1325.03
,5443,345.89,1645.75,976.22,706.68,2593.75,862.05,2412.73,1937.7
,5444,380.05,1079.49,1670.44,509.7,2715.03,1392.22,1300.03,2326.33
,5445,1731.77,633.3,2567.89,1497.92,1072.71,2175.77,479.96,1042.96
,5446,2067.71,718.43,2305.69,1949.18,427.04,1995.95,654.38,751.0
,5447,1430.42,2208.67,502.73,1306.31,1606.45,852.64,2615.64,1454.81
,5448,298.23,1310.6,1528.54,895.17,2521.58,1548.78,1129.81,2322.45
,5449,1690.59,562.83,2557.45,1501.49,1145.54,2238.3,442.45,1026.26
,5450,389.71,1696.21,1116.06,1058.54,2390.96,1246.19,2169.91,2091.32
,5451,2465.27,1059.02,1822.05,2171.68,354.26,1448.1,1230.52,613.68
,5452,1134.23,2239.83,328.98,1453.31,1472.08,1117.58,2425.7,1630.0
,5453,327.91,1394.56,1442.97,520.74,2614.82,1307.26,1516.48,2503.44
,5454,1669.0,771.3,2657.24,1426.31,1358.95,2146.22,504.8,1228.99
,5455,476.96,1156.55,1650.12,816.08,2528.46,1465.29,1186.43,2049.57
,5456,324.96,1579.22,1063.9,784.3,2337.04,1038.11,1928.48,2027.59
,5457,2097.31,2132.24,427.77,1663.6,1154.92,831.88,2476.89,1104.03
,5458,2538.03,966.96,2214.73,2129.7,394.16,1662.46,1121.74,722.35
,5459,373.63,1805.33,1060.3,713.89,2561.88,916.2,2317.81,2226.55
,5460,2473.7,989.58,2116.51,2201.01,354.37,1762.57,1075.69,773.17
,5461,2172.72,2228.93,455.98,1888.14,1030.61,828.74,2400.22,1015.63
,5462,2622.62,1107.87,1870.99,2282.59,381.8,1500.4,1324.12,620.07
,5463,1099.25,1046.39,2493.66,1187.66,2380.0,2127.04,472.18,1843.65
,5464,384.33,1678.13,1128.98,567.7,2621.89,818.66,2230.31,2181.72
,5465,1093.35,896.89,2437.58,1143.36,2110.63,2086.71,429.91,1694.54
,5466,1713.23,619.77,2669.56,1485.25,1050.91,2153.33,319.94,1038.81
,5467,2718.48,1376.76,1346.98,2119.4,369.69,1087.33,1649.43,624.1
,5468,2509.96,1765.52,721.39,2004.96,560.77,951.34,1974.46,833.7
,5469,525.79,872.34,2058.87,751.24,2623.78,1812.05,645.77,2067.26
,5470,560.06,2036.4,390.57,1079.84,1920.43,919.47,2610.53,1740.48
,5471,2532.83,958.91,2241.97,2259.2,343.51,1723.96,1018.74,606.6
,5472,1844.36,647.17,2638.98,2016.67,788.95,2687.7,254.46,1078.21
,5473,409.5,1635.25,1265.79,926.6,2617.75,1221.68,2039.6,2150.7
,5474,1024.52,830.9,2391.38,1058.16,2085.0,2034.45,371.04,1669.67
,5475,2259.19,599.66,2522.5,1880.42,354.0,1866.4,610.6,590.34
,5476,332.52,1045.35,1919.8,919.74,2643.55,1889.36,550.83,2205.02
,5477,1974.86,618.82,2579.05,1679.63,647.28,2031.81,458.18,835.57
,5478,416.84,1773.53,1112.68,940.03,2620.11,1135.6,2324.11,2132.63
,5479,1761.29,874.46,2528.56,1885.37,842.05,2345.72,326.88,1147.54
,5480,774.57,2196.63,344.32,1245.01,1829.5,997.77,2628.55,1786.16
,5481,384.98,882.97,1989.05,693.13,2669.71,1963.32,758.65,2347.72
,5482,2146.49,2130.7,359.97,1612.21,1230.69,867.29,2705.7,1192.69
,5483,1830.8,603.5,2673.8,1554.72,743.84,2065.21,260.84,914.45
,5484,1470.97,2189.69,330.65,1553.63,1489.5,1137.94,2633.46,1586.02
,5485,2589.41,1015.28,2196.06,2166.55,374.29,1702.06,1098.16,733.13
,5486,436.38,1720.39,1108.84,938.27,2587.8,1152.4,2230.84,2074.68
,5487,942.46,1114.16,2415.2,1284.2,2175.13,2192.66,354.0,1935.93
,5488,658.68,2114.47,349.3,1134.3,1904.49,946.39,2579.66,1813.1
,5489,1288.53,946.2,2626.22,1348.57,1979.21,2242.12,450.71,1680.32
,5490,2641.32,1709.93,1037.02,2247.37,227.4,1164.43,1665.41,845.89
,5491,465.79,985.66,1974.38,847.97,2591.06,1575.12,723.31,1820.46
,5492,788.76,2406.72,450.6,1086.51,1984.12,818.38,2593.49,2012.47
,5493,2260.35,941.45,2716.19,1965.05,594.62,2057.62,606.52,995.59
,5494,2251.77,2147.37,416.38,1721.79,1210.55,952.65,2734.34,1228.29
,5495,525.24,1048.45,2063.3,958.19,2610.44,1711.95,673.11,1886.99
,6543,2556.0,2352.2,670.44,2417.7,809.0,958.8,2249.92,944.75
,6544,1803.97,678.75,2669.98,1476.38,1074.54,2106.99,554.53,1015.26
,6545,355.9,1806.47,985.62,919.54,2591.8,1105.77,2371.73,2112.08
,6546,2700.93,1857.12,917.49,2138.91,556.31,1241.49,2027.49,1081.23
,6547,313.52,1255.8,1867.02,1014.31,2615.08,1850.21,727.29,2247.31
,6548,1723.87,686.29,2603.21,1434.46,917.76,1947.46,275.02,1042.96
,6549,1794.29,2007.66,364.06,1551.58,1277.0,952.9,2560.27,1272.81
,6550,816.9,2201.52,254.39,1228.82,1775.71,919.68,2621.02,1731.37
,6551,396.8,1767.37,1171.93,987.08,2647.15,1275.86,2162.82,2220.31
,6552,2547.06,1086.38,2296.15,2087.53,374.73,1832.64,987.08,947.43
,6553,2648.62,1649.25,1300.93,2307.38,272.67,1333.22,1568.01,891.22
,6554,1113.44,895.07,2712.37,1158.34,2366.44,2209.38,405.02,1815.86
,6555,2688.95,1464.8,1301.05,1992.37,408.26,1352.84,1677.2,990.45
,6556,270.38,1328.69,1686.1,1001.98,2636.44,1787.89,1055.37,2317.37
,6557,2503.19,1196.07,2255.48,2010.24,417.98,1808.14,1023.65,1084.89
,6558,2200.35,2404.57,268.31,1966.46,946.57,894.64,2545.32,1201.62
,6559,1067.38,680.02,2771.36,917.33,2478.03,2010.56,354.04,1643.88
,6560,520.4,2010.22,698.37,1099.54,2183.87,1121.71,2371.23,2043.03
,6561,2703.99,1701.4,911.65,2100.57,424.41,1137.18,1930.69,891.67
,6562,358.7,1179.42,1931.7,975.29,2695.03,1796.93,781.78,2160.61
,6563,1270.31,2007.0,376.87,1379.95,1519.51,990.57,2472.73,1484.23
,6564,472.84,1713.41,1092.34,845.75,2590.81,1065.28,2341.51,2073.54
,6565,2535.4,1428.32,1975.75,2301.34,438.98,1856.26,1226.94,1145.57
,6566,2180.82,1996.04,466.22,1732.81,1048.27,963.7,2447.56,1130.96
,6567,573.18,2224.55,486.63,1145.56,2064.27,978.98,2589.6,1972.33
,6568,2073.92,944.43,2700.84,1679.19,905.03,1962.52,635.35,1126.46
,6569,476.08,1425.45,1457.7,971.95,2536.01,1374.92,1608.47,1997.68
,6570,2701.81,1823.38,919.5,2332.17,414.98,1149.69,1913.85,835.46
,6571,1494.96,2113.47,351.51,1408.55,1536.77,870.96,2703.54,1370.1
,6572,2632.19,1034.25,2546.29,2177.88,371.66,1915.8,959.19,890.35
,6573,415.52,1328.56,1713.66,945.48,2718.15,1576.78,1271.22,2171.91
,6574,959.16,813.3,2587.66,944.9,2490.24,2039.41,410.85,1817.63
,6575,2579.64,1849.73,771.87,2165.42,435.02,1029.85,1933.8,865.46
,6576,391.33,1506.24,1322.84,959.57,2628.34,1248.69,1900.77,1965.97
,6577,1264.31,2034.65,411.6,1355.24,1646.32,1016.67,2624.06,1539.28
,6578,2706.23,2474.88,395.28,2376.12,671.32,705.81,2539.16,790.76
,6579,355.86,1493.24,1376.16,939.91,2517.79,1345.31,1557.04,2089.59
,6580,254.69,880.11,2068.81,678.53,2661.83,2208.09,476.68,2588.7
,6581,2415.04,1170.27,2024.65,2124.92,382.97,1778.03,1051.11,959.41
,6582,1372.53,2265.26,327.91,1314.01,1530.94,758.58,2626.09,1431.03
,6583,558.49,2085.66,777.29,996.18,2244.06,998.12,2524.2,2083.13
,6584,484.6,1178.17,1807.73,822.11,2720.87,1636.21,1170.97,2262.03
,6585,2322.36,1021.96,2612.72,2195.33,399.01,2205.22,734.19,1041.25
,6586,2068.34,2233.22,371.83,1532.16,1286.52,577.98,2717.03,1011.73
,6587,646.54,672.35,2284.7,690.5,2558.85,2043.2,398.03,2059.92
,6588,1375.02,837.75,2670.24,1232.11,1920.95,2151.61,409.03,1502.03
,6589,2684.01,2229.39,528.74,2257.82,745.45,864.52,2373.9,858.65
,6590,1598.1,2338.13,415.36,1540.59,1460.81,911.76,2607.67,1440.7
,6591,395.22,1436.65,1539.72,815.7,2703.09,1379.2,1577.94,2310.17
,6592,2723.91,1379.16,1588.36,2375.32,355.97,1459.19,1514.19,790.86
,6593,1482.95,745.45,2686.81,1372.87,1516.29,2395.54,312.13,1451.8
,6594,2039.84,2175.39,486.39,1577.07,1237.76,636.88,2554.86,1041.4
,6595,563.23,989.0,1921.54,800.34,2543.71,1636.5,821.47,1990.56
,6596,1979.46,756.35,2684.02,1811.38,634.71,2256.12,423.12,1011.06
,6597,2386.06,2229.98,498.02,1844.92,1072.29,671.67,2576.4,919.19
,6598,1770.78,888.0,2502.49,1839.63,818.44,2359.04,389.91,1191.77
,6599,1731.69,2215.79,387.9,1499.24,1373.06,709.45,2613.05,1171.21
,6600,1534.41,938.18,2621.3,1546.15,1340.43,2386.97,345.83,1435.3
,6601,2646.88,1682.44,831.47,2080.71,557.39,1032.19,1923.12,854.39
,6602,461.8,1746.05,1061.3,818.09,2301.0,1039.98,2029.7,2137.8
,6603,2483.48,1211.83,2007.58,2161.88,415.34,1614.95,1233.83,921.99
,6604,1046.39,860.82,2309.34,1132.83,2057.87,2317.37,492.42,1909.67
,6605,2417.68,1202.96,2152.31,2294.76,520.46,1883.53,1154.01,983.38
,6606,527.55,1747.47,1207.45,854.05,2505.07,1068.85,2172.07,2184.79
,6607,1864.01,829.83,2611.38,1696.47,912.37,2151.42,538.18,1065.25
,6608,354.49,1634.61,1130.87,682.18,2559.74,933.22,2239.8,2148.46
,6609,2581.34,2092.45,591.96,2141.2,795.03,916.68,2246.12,910.97
,6610,1959.86,2081.37,466.03,1452.21,1367.44,740.49,2625.94,1100.36
,6611,1714.21,826.01,2522.58,1516.27,1094.74,2073.35,526.54,1152.23
,6612,2219.17,1284.82,2213.62,2216.17,763.6,2025.51,1093.97,1163.22
,6613,290.03,1118.02,1572.96,606.75,2564.96,1388.21,1112.98,2241.8
,6614,1115.09,572.84,2561.95,851.32,2216.4,2233.02,420.54,1730.6
,6615,2538.0,1207.08,2367.96,2280.04,363.65,1842.92,1116.25,1000.84
,6616,468.63,1871.06,1103.74,811.27,2497.2,1008.9,2277.45,2276.45
,6617,2642.5,1739.07,801.23,2214.85,408.52,1133.89,1803.63,933.17
,6618,1695.01,1014.26,2534.38,1633.28,1086.3,2142.63,435.09,1358.89
,6619,470.9,1707.24,1272.64,1035.6,2641.68,1260.31,2122.44,2101.57
,6620,1351.28,621.3,2645.63,1251.51,1805.48,2305.07,359.1,1451.27
,6621,2579.77,1552.42,1087.41,2054.65,417.68,1066.23,1740.59,764.91
,6622,1478.46,2216.58,345.86,1380.33,1494.07,704.74,2647.11,1315.37
,6623,1471.31,608.06,2755.2,1180.39,1730.95,2155.27,365.28,1338.45
,6624,2023.49,921.77,2572.39,1848.77,576.69,2102.75,471.69,1071.85
,6625,2546.66,1267.24,1787.38,2003.56,329.37,1539.26,1273.31,984.88
,6626,2437.9,2009.9,686.62,2300.12,420.66,1128.98,1865.76,988.66
,6627,244.24,1037.72,1696.1,632.23,2647.55,1592.06,1013.2,2249.9
,6628,2471.6,1109.48,2129.7,2212.6,445.08,1754.02,1083.21,794.93
,6629,829.73,2161.54,645.65,1218.58,2049.38,1020.85,2588.43,1869.44
,6630,2615.34,1774.28,689.63,2070.31,475.62,1100.81,1990.23,946.52
,6631,1025.74,2582.71,289.46,1276.73,1713.95,942.0,2599.06,2004.04
,6632,2535.49,1094.68,2434.28,2041.69,345.82,1842.07,960.8,1002.21
,6633,456.71,1300.19,1826.67,1049.27,2651.7,1767.14,1024.36,2203.39
,6634,2018.46,981.12,2505.97,1891.74,598.7,2144.9,526.39,1146.53
,6635,1094.61,544.9,2618.37,1070.64,2056.58,2519.43,301.95,1819.76
,6636,2578.61,1490.52,1161.99,2191.62,473.57,1134.36,1684.41,748.4
,6637,1814.02,2316.32,484.6,1583.16,1366.82,783.87,2537.0,1229.17
,6638,875.56,2078.11,630.64,914.7,1897.3,729.14,2460.28,1713.16
,6639,872.41,645.05,2355.78,696.3,2401.51,2086.23,459.32,1944.64
,6640,2307.23,1970.99,430.8,1618.35,1122.58,780.28,2475.12,952.92
,6641,805.52,2301.06,651.88,1168.31,1921.34,934.52,2485.85,1904.02
,6642,444.48,1464.72,1428.29,923.53,2640.7,1247.3,1884.78,2111.01
,6643,2532.27,1897.06,977.86,2369.53,654.11,1024.18,1969.73,723.7
,8377,902.59,2354.81,471.6,1217.9,1864.7,900.4,2602.9,1853.4
,8378,366.14,1228.19,1681.18,877.03,2562.18,1608.15,1017.33,2192.33
,8379,1577.11,833.04,2595.58,1386.57,1443.4,2076.24,470.63,1308.24
,8380,2531.61,1229.41,1952.33,2118.82,483.77,1607.32,1290.18,917.16
,8381,1944.38,2228.35,379.49,1518.11,1296.7,669.57,2646.49,1137.68
,8382,399.99,1844.55,1098.99,821.76,2612.81,1076.94,2326.86,2294.75
,8383,1523.72,1043.1,2687.43,1621.14,1541.39,2491.13,374.35,1639.42
,8384,2714.34,1389.92,1639.22,2290.73,393.47,1447.39,1515.45,830.6
,8385,369.07,1447.39,1548.08,808.64,2776.46,1392.48,1628.86,2335.18
,8386,1579.8,2235.89,410.75,1441.28,1512.16,840.94,2659.0,1393.54
,8387,613.07,1202.04,1926.56,980.82,2617.96,1793.15,1011.18,2180.96
,8388,2264.89,886.48,2463.43,1924.24,546.3,1896.56,799.42,877.0
,8389,2693.21,1666.98,1165.6,2311.0,422.26,1300.21,1754.28,916.11
,8390,361.17,2064.11,649.62,840.45,2298.04,833.41,2585.99,2060.55
,8391,376.07,1097.43,1842.74,841.19,2591.73,1807.0,791.32,2283.41
,8392,2505.29,2133.24,431.21,2125.03,678.81,946.02,2242.02,975.56
,8393,548.79,2319.06,263.2,997.9,1868.17,725.55,2612.57,1842.2
,8394,694.0,965.89,2307.47,981.0,2589.19,2190.28,419.21,2190.92
,8395,1895.72,797.63,2680.62,1804.47,744.0,2299.6,356.76,1074.51
,8396,2529.69,1875.48,721.13,2275.22,404.19,1045.29,1876.8,836.86
,8397,599.08,2476.59,431.24,992.31,2053.72,780.58,2641.35,2100.71
,8398,1039.73,644.84,2657.79,875.2,2527.28,2153.69,412.74,1776.41
,8399,2659.71,1964.09,499.3,2294.23,368.9,850.33,2057.78,701.75
,8400,1892.96,650.57,2623.57,1665.55,691.22,2147.79,423.64,901.28
,8401,388.47,1118.56,1789.36,869.17,2617.39,1661.64,774.46,2183.32
,8402,360.95,1691.1,1057.0,676.67,2564.08,881.88,2381.75,2120.64
,8403,2720.87,1136.79,1909.76,2288.33,397.41,1422.91,1416.6,612.14
,8404,2197.75,2205.88,414.92,1832.72,1031.6,907.27,2373.32,1126.51
,8405,823.91,2167.97,464.63,943.68,1922.72,693.98,2729.07,1664.51
,8406,1081.66,493.54,2720.59,835.26,2402.98,2498.46,362.2,1913.73
,8407,422.3,2140.51,629.86,772.07,2254.25,717.54,2711.26,2019.99
,8408,1308.04,717.52,2641.14,1154.2,2058.84,2302.27,421.76,1574.7
,8409,2614.53,1546.87,684.22,2123.44,337.96,878.15,1821.78,584.96
,8410,1967.47,765.44,2610.52,1614.05,507.58,1921.98,494.41,914.94
,8411,410.44,1941.43,1081.25,796.4,2664.37,971.11,2593.66,2343.82
,8412,1159.19,775.56,2630.65,1046.98,2299.84,2315.76,359.58,1788.98
,8413,456.99,987.76,1927.86,770.29,2655.16,1887.44,753.01,2359.94
,8414,2644.2,1502.45,986.57,2203.77,296.39,1144.69,1659.52,780.98
,8415,1584.92,780.12,2416.61,1680.35,820.6,2356.33,240.45,1162.43
,8416,2225.27,2120.11,371.46,1506.11,1181.96,492.85,2637.65,853.71
,8417,1578.12,692.08,2651.42,1383.02,1190.61,2173.14,278.94,1144.28
,8418,2603.07,1000.71,2109.18,2561.79,341.58,1898.15,1100.93,556.49
,8419,386.34,1157.17,1766.25,888.2,2650.74,1579.71,861.67,2135.95
,8420,1852.27,944.27,2582.46,1894.2,769.16,2337.66,350.12,1221.84
,8421,280.75,1252.68,1756.24,903.88,2643.06,1752.7,920.22,2323.19
,8422,1731.15,842.29,2544.94,1577.95,941.67,2011.77,357.52,1119.86
,8423,367.67,1873.85,1005.74,984.72,2538.92,1143.87,2270.61,2166.43
,8424,713.19,2311.26,311.6,1162.98,1902.36,888.26,2667.06,1869.45
,8425,2656.62,1133.46,2137.81,2180.3,360.21,1677.85,1183.03,820.7
,8426,2282.12,2517.31,381.65,2074.6,1056.01,977.55,2615.04,1268.54
,8427,1101.31,841.18,2595.51,1271.68,2099.42,2580.27,341.3,1980.5
,8428,2657.28,1626.54,1336.93,2397.19,328.5,1511.42,1576.23,985.39
,8429,2192.32,2283.87,445.82,1867.7,1127.34,881.52,2530.04,1127.57
,8430,890.89,2401.75,449.24,1169.68,1856.03,851.01,2596.09,1867.97
,8431,419.59,1418.22,1492.04,905.7,2526.23,1455.34,1457.85,2213.56
,8432,751.66,1163.9,2009.36,1087.46,2395.81,1993.89,824.32,2159.43
,8433,1243.54,735.26,2595.85,1180.83,1978.19,2292.32,356.46,1610.28
,8434,2503.72,1339.43,2017.27,2359.47,523.07,1832.29,1254.26,1013.54
,8435,2547.17,1957.79,520.54,2239.4,403.16,1067.23,1934.52,949.64
,8436,353.33,932.0,1986.18,619.95,2754.42,1928.13,763.79,2503.17
,8437,811.11,2147.54,534.67,1074.9,1841.23,873.66,2392.09,1806.88
,8438,2286.98,1167.6,2046.18,2103.07,447.96,1805.55,1022.2,997.46
,8439,1996.3,2294.6,567.32,1684.17,1439.15,977.42,2683.57,1365.1
,8440,1090.6,779.35,2587.43,1086.43,2225.36,2382.09,350.47,1870.89
,8441,1475.05,2382.95,367.06,1499.88,1515.94,910.66,2633.47,1521.63
,8442,409.61,1514.94,1473.91,937.54,2590.54,1424.34,1567.22,2268.13
,8443,2702.03,1344.92,1615.1,2313.35,361.41,1398.01,1501.33,739.69
,8444,1508.0,598.74,2702.34,1259.99,1538.06,2202.22,329.47,1248.61
,8445,738.02,2188.43,534.24,1069.37,1914.43,882.3,2459.86,1863.98
,8446,1140.82,813.14,2494.89,1100.55,2142.01,2236.09,485.89,1789.31
,8447,998.57,2162.46,483.65,1282.5,1788.96,1068.5,2597.68,1767.32
,8448,2312.05,2289.03,429.74,1986.58,988.49,864.05,2395.71,1035.94
,8449,491.5,1673.36,1253.8,731.64,2555.42,1082.71,2109.83,2276.55
,8450,2653.21,1029.05,2317.22,2406.77,451.92,1813.02,1206.03,707.09
,8451,770.87,918.69,2194.34,917.6,2542.04,2031.93,565.23,2080.93
,8452,456.67,1512.81,1264.16,726.41,2484.9,1082.03,1957.54,2124.33
,8453,2502.88,2128.95,487.88,2149.14,745.64,903.03,2201.88,910.22
,8454,1159.55,721.7,2404.4,1033.02,1976.44,2132.33,452.66,1613.86
,8455,594.67,1991.69,773.75,932.47,2155.85,875.92,2548.02,1886.01
,8456,2145.1,2420.32,367.28,1876.68,1121.41,835.09,2504.71,1136.31
,8457,2247.12,947.35,2458.01,2140.39,465.54,2082.61,823.99,939.7
,8458,2310.6,2060.62,457.14,1803.28,1088.45,1030.82,2411.44,1156.16
,8459,311.7,1667.95,1046.27,648.18,2559.7,806.81,2403.5,2054.12
,8460,2550.61,2426.76,486.92,2328.13,784.3,685.9,2437.61,743.87
,8461,611.07,936.43,2012.0,813.42,2647.22,1790.74,755.86,2094.0
,8462,1862.63,717.57,2702.47,1701.34,604.99,2216.06,331.37,944.97
,8463,2693.54,1815.64,559.51,2244.85,425.98,726.5,2029.2,540.24
,8464,439.02,2146.33,384.08,923.53,1904.6,757.46,2588.14,1775.58
,8465,2169.97,1170.5,2442.15,2306.06,728.46,2335.79,881.14,1182.3
,8466,1526.1,2411.54,427.37,1706.0,1195.86,1056.82,2131.75,1566.91
,8467,434.03,1418.02,1419.54,840.61,2711.19,1122.82,1990.61,2010.55
,8468,1083.71,1095.0,2242.03,1310.38,2032.94,2348.44,574.22,2012.54
,8469,673.0,2070.0,627.93,954.08,1987.68,812.68,2513.39,1797.01
,8470,2543.04,876.72,2328.77,2118.86,418.92,1696.66,1109.06,680.25
,8471,715.32,2030.27,444.64,928.86,1846.71,687.95,2592.86,1557.82
,8472,1749.8,859.99,2645.57,1688.8,1006.26,2322.73,428.97,1191.97
,8473,1801.19,2265.98,448.88,1499.51,1394.04,763.19,2584.78,1243.72
,8474,2647.31,1373.99,1717.45,2275.07,378.87,1508.11,1448.89,958.25
,8475,419.6,1028.83,1831.88,762.71,2693.01,1542.05,806.58,2100.26
,8476,1384.07,846.98,2554.67,1306.14,1693.9,2230.17,382.7,1464.3
,2383,2448.14,2289.91,471.59,2213.29,829.9,868.11,2272.28,891.96
,2384,973.23,2338.47,498.99,1222.28,1768.72,872.34,2556.31,1738.68
,2385,2120.04,746.37,2570.58,1777.73,694.08,1964.35,677.1,859.29
,2386,421.88,1320.28,1493.38,642.23,2650.01,1261.26,1651.03,2271.59
,2387,1540.14,558.52,2674.21,1390.63,1327.19,2423.82,277.5,1228.42
,2388,1096.78,2262.55,457.69,1119.29,1764.96,716.74,2603.35,1638.43
,2389,283.13,1468.59,1344.79,888.92,2548.35,1288.65,1670.07,2222.1
,2390,2197.56,2087.56,448.49,1556.9,1314.25,910.73,2642.34,1172.73
,2391,420.25,1744.78,971.05,739.06,2205.29,1007.89,1973.15,2150.91
,2392,1887.0,2079.88,662.73,1657.91,1298.76,1007.72,2327.93,1258.26
,2393,1521.01,686.09,2584.24,1317.58,1668.16,2304.5,560.34,1398.7
,2394,470.88,1705.8,879.31,759.48,2076.99,922.07,2017.82,1943.26
,2395,2781.89,1297.77,1826.89,2356.26,383.48,1489.94,1471.79,774.55
,2396,436.53,1015.42,1688.41,461.54,2665.11,1360.01,1284.23,2228.63
,2397,693.01,2279.54,501.8,950.01,2019.44,727.75,2686.91,1881.74
,2398,1867.0,887.36,2471.72,1836.26,755.33,2220.5,525.43,1116.52
,2399,334.45,1289.09,1422.75,460.4,2599.54,1295.24,1665.16,2405.59
,2400,380.58,782.67,1824.4,365.29,2686.55,1495.47,974.26,2206.36
,2401,1776.89,540.94,2758.48,1520.98,1241.36,2364.65,461.14,1067.75
,2402,1890.13,724.03,2458.37,1732.84,750.48,2099.41,570.38,934.69
,2403,1198.65,593.7,2746.59,806.8,2575.29,2200.41,428.46,1681.14
,2404,2469.42,1352.59,1795.06,2224.56,566.63,1602.17,1381.7,965.84
,2405,1763.34,2241.6,543.86,1539.08,1473.22,924.39,2596.04,1390.43
,2406,1029.86,2497.2,532.09,1383.14,1817.11,1042.76,2536.19,1974.39
,2407,2515.04,1216.01,1990.78,2115.38,384.61,1642.92,1173.58,915.6
,2408,1706.79,1001.05,2608.06,1910.35,1046.87,2527.0,329.99,1402.3
,2409,381.89,980.52,1745.95,576.37,2585.58,1624.0,973.47,2367.8
,2410,2560.67,1988.5,417.15,1966.75,834.51,1205.12,2166.47,1232.76
,2411,2534.55,1373.66,1965.0,2412.09,402.93,1831.24,1253.8,1047.95
,2412,946.57,2304.25,513.44,1271.81,1802.75,973.0,2538.3,1805.4
,2413,329.24,1397.0,1472.43,828.1,2636.5,1288.81,1504.55,2224.97
,2414,2389.17,1793.35,842.17,2080.57,700.99,1129.95,1893.24,985.15
,2415,2106.29,925.23,2572.9,1897.85,812.94,2136.46,751.51,1078.51
,2416,733.42,812.48,2272.53,838.38,2641.49,2161.96,380.75,2165.91
,2417,1669.83,807.28,2451.53,1517.33,1328.62,2160.36,653.14,1218.02
,2418,2627.34,2197.88,431.95,2179.64,811.93,970.57,2275.58,993.86
,2419,1715.56,2308.13,452.67,1575.76,1386.18,918.22,2500.86,1338.0
,2420,2250.59,1036.99,2556.62,2139.43,584.63,2183.71,813.64,1071.37
,2421,2765.76,965.54,2175.07,2110.75,411.06,1503.22,1318.55,630.23
